065|Mrs. Rachel sighed and then brisked up again. When weddings were in order, Mrs. Rachel was ready to let the dead past bury its dead.
068|They are pretty. I made them of the nicest rags and braided them in stripes. It was such company these last few winters.
069|and I'll make her enough blue plum preserve to stock her jam closet for a year.
070|It seems real strange. Those blue plum trees hadn't even a blossom for three years, and I thought they might as well be cut down. And this last spring they were white, and such a crop of plums I never remember at Green Gables.
071|Well, thank goodness that Anne and Gilbert really are going to be married after all. It's what I've always prayed for," said Mrs. Rachel, in the tone of one who is comfortably sure that her prayers have availed much.
072|It was a great relief to find out that she really didn't mean to take the Kingsport man.
073|He was rich, to be sure, and Gilbert is poor—at least, to begin with. But then he's an island boy.
075|Marilla felt that in some strange way, his marriage with Anne would put right that old mistake. Good had come out of the evil of the ancient bitterness.
076|As for Anne herself, she was so happy that she almost felt frightened.
078|And yet these two worthy ladies were not enemies of Anne. On the contrary, they were really quite fond of her, and would have defended her as their own young had anyone else attacked her.
079|Human nature is not obliged to be consistent.
082|Jane was not brilliant, and had probably never made a remark worth listening to in her life. But she never said anything that would hurt anyone's feelings, which may be a negative talent, but is likewise a rare and enviable one.
083|So Gilbert didn't go back on you after all, said Mrs. Harmon-Andrews, contriving to convey an expression of surprise in her tone.
084|Well, the blithes generally keep their word when once they've passed it no matter what happens.
085|Let me see, you're twenty-five, aren't you, Anne? When I was a girl, twenty-five was the first corner. But you look quite young. Red-headed people always do.
086|Red hair is very fashionable now," said Anne, trying to smile, but speaking rather coldly.
087|Life had developed in her a sense of humor which helped her over many difficulties, but as yet nothing had availed to steal her against a reference to her hair.
091|I found a nest for us, Anne. Oh, where? Not right in the village, I hope. I wouldn't like that altogether.
093|The sand dunes aren't very far away, the sea winds blow over them, and the sea spray drenches them.
094|But the house itself, Gilbert, our first home, what is it like?
096|Who is Captain Jim? The keeper of the lighthouse on Four Winds Point. You'll love that Four Winds Light, Anne. It's a revolving one, and it flashes like a magnificent star through the twilights. We can see it from our living-room windows and our front door.
098|So far good, said Anne, nodding cautious approval.
099|But Gilbert, people cannot live by furniture alone. You haven't yet mentioned one very important thing.
1000|Anne laughed over Miss Cornelia's wrath as she sped through the darkness.
1001|But laughter recorded ill with that night. She was sober enough when she reached the house among the willows. Everything was very silent.
1002|The front part of the house seemed dark and deserted, so Anne slipped round to the side door, which opened from the veranda into a little sitting-room.
1003|There she halted noiselessly. The door was opened.
1004|Beyond, in the dimly lighted room, sat Leslie Moore, with her arms flung out on the table and her head bent upon them.
1005|She was weeping horribly, with low, fierce, choking sobs, as if some agony in her soul were trying to tear itself out.
1006|An old black dog was sitting by her, his nose resting on her lap, his big dog-ish eyes full of mute imploring sympathy and devotion.
1007|Anne drew back in dismay. She felt that she could not intermeddle with this bitterness.
1008|Her heart ached with a sympathy she might not utter.
1009|To go in now would be to shut the door forever on any possible help or friendship.
101|Oh, I'm so glad. I couldn't live where there were no trees. Something vital in me would starve.
1010|Some instinct warned Anne that the proud, bitter girl would never forgive the one who thus surprised her in her abandonment of despair.
1011|Anne slipped noiselessly from the veranda and found her way across the yard.
1012|Beyond she heard voices in the gloom, and saw the dim glow of a light.
1013|At the gate she met two men, Captain Jim with a lantern, and another who she knew must be Dick Moore, a big man, badly gone to fat, with a broad round red face and vacant eyes.
1014|Even in the dull light, Anne got the impression that there was something unusual about his eyes.
1015|Is this you, Mistress Blythe?" said Captain Jim. Now, now, you had not to be roaming out alone on a night like this. You could get lost in this fog easier than not.
1016|Just you wait till I see Dick safe inside the door, and I'll come back and light you over the fields. I ain't gonna have Dr. Blythe comin' home and finding that you walked clean over Cape La Force in the fog.
1017|A woman did that once, 40 years ago.
1018|So you've been over to see Leslie," he said when he rejoined her.
1019|I didn't go in," said Anne, and told what she had seen.
102|Well, after that, there's no use asking you if there's a brook anywhere near. That would be expecting too much. But there is a brook, and it actually cuts across one corner of the garden.
1020|Captain Jim sighed. Poor, poor little girl! She don't cry often, Mistress Blythe. She's too brave for that.
1021|She must feel terrible when she does cry. A night like this is hard on poor women who have sorrows.
1022|There's something about it that kinda brings up all we've suffered, or feared.
1024|You were right not to go in, though, Mistress Blythe. Leslie wouldn't have liked it. She wouldn't have liked me going in with Dick, as I'd have done if I hadn't met you.
1025|I had Dick down with me all day. I keep him with me as much as I can to help Leslie a bit.
1026|Isn't there something odd about his eyes? Asked Anne. You noticed that.
1027|Yes. One is blue, and the other is hazel. His father had the same. It's a more peculiarity.
1028|That was what told me he was Dick Moore when I saw him first down in QB.
1029|If it hadn't been for his eyes, I mightn't have known him, with his beard and fat.
103|Then said Am with a long sigh of supreme satisfaction.
1030|You know I reckon that it was me found him and brought him home.
1031|Miss Cornelia always says I shouldn't have done it, but I can't agree with her. It was the right thing to do, and so it was the only thing.
1032|There ain't no question in my mind about that, but my old heart aches for Leslie. She's only twenty-eight, and she's eaten more bread with sorrow than most women do in eighty years.
1034|What is the reason? I never feel like that when I'm really in the darkness, when it is close all around me. I'm not the least frightened.
1035|I have something of that feeling myself, admitted Captain Jim.
1036|I reckon when the darkness is close to us it is a friend. But when we sort of push it away from us, divorce ourselves from it, so to speak, with lantern light, it becomes an enemy.
1037|But the fog is lifting. There's a smart west wind rising, if you notice. The stars will be out when you get home."
1038|But they were out, and when Anne re-entered her house of dreams the red embers were still glowing on the hearth, and all the haunting presences were gone.
1039|End of chapter 13
104|This house you have found is my house of dreams and none other.
1040|CHAPTER XIV.
1041|Chapter 14, November Days.
1043|In November I sometimes feel as if spring could never come again, she sighed, grieving over the hopeless unsightliness of her frosted and bedraggled flowerpots.
1044|The gay little garden of the schoolmaster's bride was rather a forlorn place now, and the Lombardy's and Birch's were under bare poles, as Captain Jim said.
1047|Captain Jim and Gilbert had many long discussions and high converse on matters beyond the Ken of Cat or King.
1049|I reckon our powwows won't do us or anyone much harm. So let's have another whack at the wence. Why and wither this evening, Doctor."
105|End of chapter 2
1053|That girl was born to be a leader in social and intellectual circles, far away from Four Winds, she said to Gilbert as they walked home one night. She's just wasted here, wasted.
1054|Weren't you listening to Captain Jim and yours truly the other night when we discussed that subject generally?
1056|And some people might think that a Redmond BA, whom editors were beginning to honor, was wasted as the wife of a struggling country doctor in the rural community of Four Winds.
1057|Gilbert! If you had married Roy Gardner now," continued Gilbert mercilessly, you could have been a leader in social and intellectual circles far away from Four Winds.
1058|Gilbert Blythe! You know you were in love with him at one time, Anne.
1059|Gilbert, that's mean. Pies and mean, just like all the men, as Miss Cornelia says. I never was in love with him. I only imagined I was. You know that. You know I'd rather be your wife in our house of dreams and fulfillment than a queen in a palace.
106|CHAPTER 3 This LibriVox recording is in the public domain.
1060|Gilbert's answer was not in words, but I'm afraid that both of them forgot poor Leslie, speeding her lonely way across the fields to a house that was neither a palace nor the fulfilment of a dream.
1061|The moon was rising over the sad, dark sea behind them and transfiguring it. Her light had not yet reached the harbor, the further side of which was shadowy and suggestive, with dim coves and rich glooms and jeweling lights.
1063|Our home-light, Gilbert. Isn't it lovely to see?
1064|Just like one of Earth's many millions of homes, Angrel. But ours! Ours! Our beacon in a naughty world!
1065|When a fella has a home and a dear little red-haired wife in it, what more need he ask of life?
1066|Well, he might ask one thing more," whispered Anne happily.
1067|Oh, Gilbert, it seems as if I just couldn't wait for the spring.
1068|End of chapter 14
1069|Chapter 15 of Anne's House of Dreams by Lucy Maud Montgomery. This LibriVox recording is in the public domain.
107|Chapter 3 The Land of Dreams Among
1070|Chapter 15 Christmas at Four Winds
1071|At first, Anne and Gilbert talked of going home to Avonlea for Christmas. But eventually they decided to stay in Four Winds.
1072|I want to spend the first Christmas of our life together in our own home, decreed Anne.
1074|Mrs. Rachel had made and brought with her an enormous plum pudding. Nothing could have convinced Mrs. Rachel that a college graduate of the younger generation could make a Christmas plum pudding properly. But she bestowed approval on Anne's house.
1075|Anne's a good housekeeper, she said to Marilla in the spare room the night of their arrival.
1077|Anne's first Christmas in her own house was as delightful as she could have wished. The day was fine and bright. The first skin of snow had fallen on Christmas Eve and made the world beautiful.
1078|The harbor was still open and glittering. Captain Jim and Miss Cornelia came to dinner. Leslie and Dick had been invited, but Leslie made excuse. They always went to her uncle Isaac West's for Christmas, she said.
1079|She'd rather have it so, Miss Cornelia told Anne. She can't bear taking Dick with her as strangers. Christmas is always a hard time for Leslie. She and her father used to make a lot of it.
108|Have you made up your mind who you're going to have to the wedding, Anne?" asked Mrs. Rachel Lynn as she hemstitched table napkins industriously.
1080|Miss Cornelia and Mrs. Rachel Lind did not take a very violent fancy to each other.
1082|It's many a year since there was a Christmas dinner here, Mistress Blythe," said Captain Jim. Miss Russell always went to her friends in town for Christmas.
1083|But I was here to the first Christmas dinner that was ever eaten in this house, and the schoolmaster's bride cooked it.
1084|That was sixty years ago today, Mistress Blythe, and a day very like this. Just enough snow to make the hills white and the harbor as blue as June.
1085|I was only a lad, and I'd never been invited out to dinner before, and I was too shy to eat enough. I've got all over that."
1086|Most men do," said Miss Cornelia, sewing furiously. Miss Cornelia was not going to sit with idle hands, even on Christmas.
1087|The babies come without any consideration for holidays, and there was one expected in a poverty-stricken household at Glen St. Mary. Miss Cornelia had sent that household a substantial dinner for its little swarm, and so meant to eat her own with a comfortable conscience.
1088|Well, you know the way to a man's heart is through his stomach, Cornelia," explained Captain Jim.
109|It's time your invitations were sent, even if they're only to be informal ones.
1090|No, he wasn't, and he needn't come neither.
1092|Have you really proved that he said that, Cornelia? I have the Methodist minister's word for it, if you call that proof."
1093|Robert Baxter told me the same thing, too, but I admit that isn't evidence. Robert Baxter isn't often known to tell the truth.
1094|Come, come, Cornelia. I think he generally tells the truth, but he changes his opinion so often it sometimes sounds as if he didn't.
1095|It sounds like it mighty often believe me, but trust one man to excuse another.
1097|But that family always thought they were much bigger potatoes than they really were. His brother Alif-Falat imagined the devil was always at his elbow. But I never believed the devil wasted that much time on him.
1098|I don't know," said Captain Jim thoughtfully. Eliphalet Baxter lived too much alone, hadn't even a cat or dog to keep him human.
1099|When a man is alone he's mighty apt to be with the devil, if he ain't with God.
110|I don't mean to have very many," said Anne. We just want those we love best to see us married—Gilbert's people and Mr. and Mrs. Allen and Mr. and Mrs. Harrison.
1100|He has to choose which company he'll keep, I reckon.
1101|If the devil always was at Life Baxter's elbow, it must have been because Life liked to have him there.
1102|man-like," said Miss Cornelia, and subsided into silence over a complicated arrangement of tucks, until Captain Jim deliberately stirred her up again by remarking in a casual way
1103|I was up to the Methodist church last Sunday morning." "You'd better have been home reading your Bible," was Miss Cornelia's retort."
1104|Come now, Cornelia. I can't see any harm in going to the Methodist Church when there's no preaching in your own. I've been a Presbyterian for seventy-six years, and it isn't likely my theology will hoist anchor at this late day."
1105|It's setting a bad example," said Miss Cornelia grimly.
1106|Besides," continued wicked Captain Jim, "I wanted to hear some good singing. The Methodists have a good choir. And you can't deny, Cornelia, that the singing in our church is awful since the split in the choir."
1107|What if the singing isn't good? They're doing their best, and God sees no difference between the voice of a crow and the voice of a nightingale.
1108|Come, come, Cornelia," said Captain Jim mildly. I have a better opinion of the Almighty's ear for music than that.
1109|What caused the trouble in our choir?" asked Gilbert, who was suffering from suppressed laughter.
111|There was a time when you'd hardly have numbered Mr. Harrison among your dearest friends," said Marilla dryly.
1110|It dates back to the new church three years ago," answered Captain Jim.
1111|We had a fearful time over the building of that church, fell out over the question of a new site. The two sites wasn't more than two hundred yards apart, but you'd have thought there was a thousand by the bitterness of that fight.
1113|Cornelia, will you ever forget the one when old Luther Burns got up and made a speech? He stated his opinions forcibly.
1115|The Methodists offered us their church, Cornelia.
1117|The Methodists allow women to preach," said Captain Jim. Miss Cornelia glared at him.
1118|I never said the Methodists had no common sense, Captain. What I say is, I doubt if they have much religion.
1119|I suppose you're in favor of votes for women, Miss Cornelia," said Gilbert.
112|While I wasn't very strongly attracted to him at our first meeting, acknowledged Am with a laugh over the recollection.
1121|Oh, it's well that women are patient, believe me.
1122|What about Job? suggested Captain Jim. Job.
1123|It was such a rare thing to find a patient man that when one was really discovered they were determined he shouldn't be forgotten," retorted Miss Cornelia triumphantly.
1124|Anyhow, the virtue doesn't go with the name. There never was such an impatient man born as old Job Taylor over harbor.
1125|Well, you know, he had a good deal to try him, Cornelia. Even you can't defend his wife.
1126|I always remember what old William McAllister said of her at her funeral.
1127|There's nay doot she was a Christian woman, But she had the Dale's own temper.
1129|I suppose poor old Mrs. Job did make life kinda uneasy for him, reflected Captain Jim.
113|But Mr. Harrison has improved on acquaintance, and Mrs. Harrison is really a dear.
1130|Well, there's such a thing as decency, isn't there? Even if a man is rejoicing in his heart over his wife being dead, he needn't proclaim it to the four winds of heaven.
1131|And happy day or not, Job Taylor wasn't long in marrying again, you might notice. His second wife could manage him. She made him walk Spanish, believe me.
1132|The first thing she did was to make him hustle round and put up a tombstone to the first Mrs. Job. And she had a place left on it for her own name. She said there'd be nobody to make Job put up a monument to her.
1133|Speaking of tailors, how is Mrs. Lewis Taylor up at the Glen Doctor?" asked Captain Jim.
1134|She's getting better slowly, but she has to work too hard," replied Gilbert.
1136|There are times, Cornelia, when I have to agree with you, though it hurts me," said Captain Jim.
1137|That's just exactly the truth about Louis Taylor.
1138|When I see those poor miserable children of his, robbed of all children ought to have, it pisons my own bite and sup for days afterwards.
1139|Gilbert went out to the kitchen in response to Anne's beckoning. Anne shut the door and gave him a connubial lecture.
114|Then of course there are Miss Lavender and Paul. Have they decided to come to the island this summer? I thought they were going to Europe.
1140|Gilbert, you and Captain Jim must stop baiting Miss Cornelia. Oh, I've been listening to you, and I just won't allow it.
1141|And Miss Cornelia's enjoying herself hugely, you know she is.
1142|Well, never mind. You two needn't egg her on like that. Dinner is ready now, and Gilbert, don't let Mrs. Rachel carve the geese. I know she means to offer to do it because she doesn't think you can do it properly. Show her you can.
1143|I ought to be able to. I've been studying ABCD diagrams of carving for the past month," said Gilbert. Only don't talk to me while I'm doing it, Anne, for if you drive the letters out of my head I'll be in a worse predicament than you were in old geometry days when the teacher changed them."
1144|Gilbert carved the geese beautifully. Even Mrs. Rachel had to admit that. And everybody ate of them and enjoyed them.
1145|Anne's first Christmas dinner was a great success, and she beamed with housewifely pride.
1147|I must be getting back to the light," he said finally. I'll just have time to walk home before sundown.
1148|Thank you for a beautiful Christmas, Mistress Blythe. Bring Master Davey down to the light some night before he goes home.
1149|I want to see those stone gods," said Davy with a relish.
115|They changed their minds when I wrote them I was going to be married. I had a letter from Paul today. He says he must come to my wedding, no matter what happens to Europe.
1150|End of chapter 15
1151|CHAPTER XVI.
1152|Chapter 16 New Year's Eve at the Light
1155|The only things that held their own individuality were the furs, for the fur is the tree of mystery and shadow, and yields never to the encroachments of crude radiance.
1156|But finally the day began to realize that she was growing old.
1157|Then a certain pensiveness fell over her beauty, which dimmed yet intensified it.
1158|Sharp angles, glittering points, melted away into curves and enticing gleams. The white harbor put on soft grays and pinks, the faraway hills turned amethyst.
1159|The old year is going away beautifully," said Anne.
116|That child always idolized you, remarked Mrs. Rachel.
1160|She and Leslie and Gilbert were on their way to the Four Winds Point, having plotted with Captain Jim to watch the New Year in at the light.
1162|It's like the spirit of a shadow, isn't it?" whispered Anne. You can see it so plainly haunting your sight when you look ahead, but when you turn and look at it, it's gone.
1163|I have heard that you can see the shadow of Venus only once in a lifetime, and that within a year of seeing it your life's most wonderful gift will come to you," said Leslie.
1164|But she spoke rather hardly. Perhaps she thought that even the shadow of Venus could bring her no gift of life.
1165|Anne smiled in the soft twilight. She felt quite sure what the mystic shadow promised her.
1167|He was a witty, intelligent, well-read man, rivaling Captain Jim himself in the knack of telling a good story.
1168|They were all glad when he agreed to watch the old year out with them.
1169|Captain Jim's small nephew Joe had come down to spend New Year's with his great uncle and had fallen asleep on the sofa with the first mate curled up in a huge golden ball at his feet.
117|That child is a young man of 19 now, Mrs. Linde.
1170|Any a dear little man? said Captain Jim gloatingly.
1171|I do love to watch a little child asleep, Mistress Blythe. It's the most beautiful sight in the world, I reckon.
1172|Joe does love to get down here for a night because I have him sleep with me. At home he has to sleep with the other two boys, and he doesn't like it.
1173|Why can't I sleep with Father, Uncle Jim? says he. Everybody in the Bible slept with their fathers.
1174|As for the questions he asks, the minister himself couldn't answer them. They fair swamp me.
1175|Uncle Jim, if I wasn't me, who'd I be? And Uncle Jim, what would happen if God died? He fired them two off at me tonight before he went to sleep.
1176|As for his imagination, it sails away from everything.
1177|He makes up the most remarkable yarns, and then his mother shuts him up in the closet for telling stories. And he sits down and makes up another one, and has it ready to relate to her when she lets him out.
118|How time does fly was Mrs. Lin's brilliant and original response.
1180|Well I was fair staggered Mistress Blythe.
1181|The hours bloomed into mirth around the driftwood fire. Captain Jim told tales, and Marshall Elliott sang old Scotch ballads in a fine tenor voice. Finally, Captain Jim took down his old brown fiddle from the wall and began to play.
1182|He had a tolerable knack of fiddling, which all appreciated save the first mate, who sprang from the sofa as if he had been shot, emitted a shriek of protest, and fled wildly up the stairs.
1183|Can't cultivate an ear for music in that cat know-how," said Captain Jim. He won't stay long enough to learn to like it.
1186|the prettiest dancing I ever saw, and I've seen some in my time," declared Captain Jim, when at last the bow fell from his tired hand. Leslie dropped into her chair laughing, breathless.
1187|I love dancing," she said apart to Anne. I haven't danced since I was sixteen, but I love it. The music seems to run through my veins like quicksilver, and I forget everything, everything, except the delight of keeping time to it.
1188|There isn't any floor beneath me or walls about me or roof over me. I'm floating amid the stars.
1189|Captain Jim hung his fiddle up in its place beside a large frame enclosing several banknotes.
119|Carlotta the fourth may come with them. She sent word by Paul that she would come if her husband would let her.
1190|Is there anybody else of your acquaintance who can afford to hang his walls with banknotes for pictures? He asked.
1191|There's 20 $10 notes there, not worth the glass over them.
1192|their old Bank of P.E. Island notes. Had them by me when the bank failed, and I had them framed and hung up, partly as a reminder not to put your trust in banks, and partly to give me a real luxurious, millionaire-y feeling.
1193|Hello, matey. Don't be scared. You can come back now. The music and revelry is over for tonight. The old year has just another hour to stay with us."
1194|I've seen 76 new years come in over that gulf yonder, Mr. Spife.
1195|You'll see a hundred," said Marshal Elliott. Captain Jim shook his head.
1196|Nope, and I don't want to. At least, I think I don't.
1198|Life may be a veil of tears all right, but there are some folks who enjoy weeping, I reckon.
1199|They spent the old year's last hour quietly around the fire.
120|I wonder if she still wears those enormous blue bows, and whether her husband calls her Carlotta or Leonora.
1200|A few minutes before twelve, Captain Jim rose and opened the door.
1201|We must let the new year in," he said.
1202|Outside was a fine blue night. A sparkling ribbon of moonlight garlanded the gulf. Inside the bar the harbor shone like a pavement of pearl.
1204|The clock on the little shelf above the fireplace struck 12.
1205|Welcome, New Year," said Captain Jim, bowing low as the last stroke died away.
1206|I wish you all the best year of your lives mates!
1207|I reckon that whatever the new year brings us will be the best the great captain has for us, and somehow or other we'll all make Porton a good harbor.
1208|End of chapter 16
1209|CHAPTER XVII A FOUR WINS WINTER
121|I should love to have Carlotta at my wedding. Carlotta and I were at a wedding long time.
1211|on moonlit nights and heard them in her house of dreams like fairy chimes.
1212|The gulf froze over, and the four winds' light flashed no more. During the months when navigation was closed, Captain Jim's office was a sinecure.
1213|The first mate and I will have nothing to do till spring except keep warm and amuse ourselves. The last lighthouse keeper used always to move up to the glen in winter, but I'd rather stay at the point. The first mate might get poisoned or chewed up by dogs at the glen.
1214|It's a mite lonely, to be sure, with neither the light nor the water for company, but if our friends come to see us often we'll weather it through.
1215|Captain Jim had an ice-boat, and many a wild, glorious spin, Gilbert and Anne and Leslie had over the glib harbor ice with him.
1216|Anne and Leslie took long snowshoe tramps together, too, over the fields or across the harbor after storms, or through the woods beyond the glen.
1218|I don't know why I can't get closer to her," Anne said one evening to Captain Jim. I like her so much. I admire her so much. I want to take her right into my heart and creep right into hers. But I can never cross the barrier.
122|They expect to be at Echo Lodge next week. Then there are Phil and the Reverend Joe.
1220|My childhood wasn't very happy before I came to Green Gables," said Anne, gazing soberly out of the window at the still, sad, dead beauty of the leafless tree shadows on the moonlit snow.
1222|You know if we've got anything about us that hurts we shrink from anyone's touch on or near it. It holds good with our souls as well as our bodies, I reckon. Leslie's soul must be near raw. It's no wonder she hides it away.
1223|If that were really all, I wouldn't mind, Captain Jim. I would understand. But there are times, not always, but now and again, when I almost have to believe that Leslie doesn't...
1225|You have one it, Mistress Blythe. Don't you go cherishing any foolish notion that Leslie don't like you. If she didn't, she wouldn't have anything to do with you, much less chumming with you as she does.
1226|I know Leslie more too well not to be sure of that.
1228|The resentment must have been about something else, Mistress Blythe, and you just come in for a share of it because you happen past. Leslie does take sullen spells now and again, poor girl. I can't blame her, when I know what she has to put up with.
1229|I don't know why it's permitted. The doctor and I have talked a lot about the origin of evil, but we haven't quite found out all about it yet.
123|"It sounds awful to hear you speaking of a minister like that, Anne," said Mrs. Rachel severely. "His wife calls him that." She should have more respect for his holy office, then," retorted Mrs. Rachel."
1231|Though mind you, Mistress Blythe, I dare say she'd choose her life now such as it is, rather than the life she lived with Dick before he went away.
1232|That's something a clumsy old sailor's tongue mustn't meddle with.
1233|But you've helped Leslie a lot. She's a different creature since you come to Four Winds. Us old friends see the difference in her as you can't.
1234|Miss Cornelia and me was talking it over the other day, and it's one of the mighty few pints that we see eye to eye on.
1235|So just you throw overboard any idea of her not liking you.
1236|Anne could hardly discard it completely, for there were undoubtedly times when she felt, with an instinct that was not to be combated by reason, that Leslie harbored a queer, indefinable resentment towards her.
1237|At times, this secret consciousness marred the delight of their comradeship. At others it was almost forgotten. But Anne always felt the hidden thorn was there, and might prick her at any moment.
1238|She felt a cruel sting from it on the day when she told Leslie of what she hoped the spring would bring to the little house of dreams.
1239|Leslie looked at her with hard, bitter, unfriendly eyes.
124|I've heard you criticize ministers pretty sharply yourself. Teased Anne.
1240|So you are to have that, too," she said in a choked voice. And without another word she had turned and gone across the fields homeward.
1242|But one evening, when late winter was listening for the word of spring, she came over to the little house for a twilight chat, and when she went away she left a small white box on the table.
1243|Anne found it after she was gone, and opened it wonderingly.
1244|In it was a tiny white dress of exquisite workmanship, delicate embroidery, wonderful tucking, sheer loveliness. Every stitch in it was handwork, and the little frills of lace at neck and sleeves were of real valenciennes.
1245|Lying on it was a card with Leslie's love.
1246|What hours of work she must have put on it," said Anne. And the material must have cost more than she could really afford.
1247|It is very sweet of her. But Leslie was brusque and curt when Anne thanked her, and again the latter felt frown back upon herself.
1248|Leslie's gift was not alone in the little house. Miss Cornelia had for the time being given up sewing for unwanted, unwelcome eighth babies, and fall into sewing for a very much wanted first one, whose welcome would leave nothing to be desired.
125|Yes, but I do it reverently," protested Mrs. Linde. You never heard me nickname a minister.
1250|Captain Jim was the most frequent guest of the little house, and none was more welcome.
1252|The milk of human kindness and the wisdom of the serpent were mingled in his composition in delightful proportions. Nothing ever seemed to put Captain Jim out or depress him in any way.
1253|I've kind of contracted a habit of enjoying things," he remarked once, when Anne had commented on his invariable cheerfulness.
